FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,Census Tract,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Total Population,Total Population,Population Density (per sq. mile),Area (Land),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median household income (In 2013 Inflation Adjusted Dollars),Median household income (In 2013 Inflation Adjusted Dollars):,Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Black or African American Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Asian Alone,Median household income (In 2013 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Two or More Races Householder,Median household income (In 2013 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder, not Hispanic or Latino",Average household income (In 2013 Inflation Adjusted Dollars),Median Family Income (In 2013 Inflation adjusted dollars),Average Family Income (In 2013 Inflation adjusted dollars),Median Nonfamily Household Income (In 2013 Inflation Adjusted Dollars),Average Nonfamily Income (In 2013 Inflation Adjusted Dollars),Median Income For Population 15 years and over:,Median Income For Population 15 years and over: Male,"Median Income For Population 15 years and over: Male: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Male: Other,Median Income For Population 15 years and over: Female,"Median Income For Population 15 years and over: Female: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Female: Other,Median Earnings:,Median Earnings: Less than high school graduate,Median Earnings: High school graduate (includes equivalency),Median Earnings: Some college or associate's degree,Median Earnings: Bachelor's degree,Median Earnings: Graduate or professional degree,Median Earnings: Male,Median Earnings: Male: Less than high school graduate,Median Earnings: Male: High school graduate (includes equivalency),Median Earnings: Male: Some college or associate's degree,Median Earnings: Male: Bachelor's degree,Median Earnings: Male: Graduate or professional degree,Median Earnings: Female,Median Earnings: Female: Less than high school graduate,Median Earnings: Female: High school graduate (includes equivalency),Median Earnings: Female: Some college or associate's degree,Median Earnings: Female: Bachelor's degree,Median Earnings: Female: Graduate or professional degree,Median Household Income Occupied housing units:,Median Household Income Occupied housing units: Owner occupied,Median Household Income Occupied housing units: Renter occupied,Percent change between Renter Occupied and Home Owner Occupied 2013,Households:,Households: With earnings,Households: No earnings,Households:,Households: With wage or salary income,Households: No wage or salary income,Households:,Households: With self-employment income,Households: No self-employment income,Households:,"Households: With interest, dividends, or net rental income","Households: No interest, dividends, or net rental income",Households:,Households: With Social Security income,Households: No Social Security income,Households:,Households: With Supplemental Security Income (SSI),Households: No Supplemental Security Income (SSI),Households:,Households: With public assistance income,Households: No public assistance income,Households:,Households: With retirement income,Households: No retirement income,Households:,Households: With Other types of income,Households: No Other types of income,Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars)
36005006800,"Census Tract 68, Bronx County, New York","Census Tract 68, Bronx County, New York",ny,140,0,ACSSF,3513,,,,,36,5,6800,14000US36005006800,,,156405,0,2984,2984,49413.54,0.060388311,979,175,83,98,87,31,96,64,0,20,98,66,99,46,8,8,0,30969,30969,47727,30000,,34191,,21118,30054,32174,,40089,33833,45567,18810,27472,19580,22061,27284,15451,14003,42500,11125,26994,26427,30265,24688,31125,,26444,26427,27353,23229,,,31992,,30511,39444,,,30969,54653,22007,-0.59733226,979,545,434,979,545,434,979,65,914,979,87,892,979,281,698,979,149,830,979,30,949,979,128,851,979,224,755,14586,26696,13576,,16244,,12175,15145,15225,13111
36005051600,"Census Tract 516, Bronx County, New York","Census Tract 516, Bronx County, New York",ny,140,0,ACSSF,3811,,,,,36,5,51600,14000US36005051600,,,1633203,7754651,4126,4126,6543.149,0.630583231,1997,185,89,45,132,88,0,30,74,41,170,254,229,208,226,164,62,70027,70027,69306,,,,,73882,,73421,69694,79753,99083,103268,28500,53134,40517,47000,62500,21528,30353,70645,16490,60193,20294,45300,52861,70917,74615,61906,24722,54342,54567,71042,61837,53087,16333,20000,41080,64712,81797,70027,102368,41616,-0.593466708,1997,1467,530,1997,1399,598,1997,186,1811,1997,509,1488,1997,655,1342,1997,83,1914,1997,0,1997,1997,433,1564,1997,222,1775,39378,41800,14788,,,,32116,16165,30176,42511
36005006400,"Census Tract 64, Bronx County, New York","Census Tract 64, Bronx County, New York",ny,140,0,ACSSF,3510,,,,,36,5,6400,14000US36005006400,,,164326,0,4017,4017,63313.06,0.063446626,1229,151,149,115,46,89,35,74,6,72,65,212,77,53,58,10,17,36446,36446,36417,62610,,,,32813,12679,32813,,48651,47679,56868,18113,31429,20728,26398,33275,12823,18490,42083,10898,31817,18368,19274,40636,41136,,31971,16840,18125,31500,41212,,31202,19028,20417,42422,39900,,36446,76250,31019,-0.593193443,1229,985,244,1229,958,271,1229,113,1116,1229,24,1205,1229,208,1021,1229,225,1004,1229,120,1109,1229,84,1145,1229,205,1024,16751,18368,21191,,5982,,13697,11722,14718,7343
36005035600,"Census Tract 356, Bronx County, New York","Census Tract 356, Bronx County, New York",ny,140,0,ACSSF,3721,,,,,36,5,35600,14000US36005035600,,,399539,0,2527,2527,16381.13,0.154262877,677,33,11,27,65,39,0,27,19,17,47,11,141,36,69,62,73,86199,86199,29167,95034,,,,50833,86276,51667,,90337,95165,98401,18125,21969,30714,33117,52708,10500,29267,40809,16639,41333,22266,36892,37250,57100,55769,53750,59861,53177,43571,57740,85556,36168,,23750,36841,56850,52000,86199,87500,35774,-0.591154286,677,608,69,677,608,69,677,35,642,677,82,595,677,210,467,677,27,650,677,30,647,677,143,534,677,62,615,25995,16608,27257,,17276,,19699,45106,25283,10143
36005009300,"Census Tract 93, Bronx County, New York","Census Tract 93, Bronx County, New York",ny,140,0,ACSSF,3533,,,,,36,5,9300,14000US36005009300,,,2299936,1622825,6444,6444,7256.673,0.888010292,1709,262,191,72,144,147,141,204,86,53,77,167,72,84,9,0,0,30783,30783,30762,37037,,,,26505,27813,30518,,37002,31686,39081,12994,21644,16105,20318,28472,9545,11901,27290,8911,23750,22009,24924,25366,13902,50385,24431,21215,24886,35806,14432,50069,22729,23984,30074,16800,11528,51094,30783,69779,28548,-0.590879778,1709,1315,394,1709,1234,475,1709,169,1540,1709,73,1636,1709,330,1379,1709,294,1415,1709,85,1624,1709,113,1596,1709,337,1372,12355,12571,13128,,,,11606,13113,11924,17780
36005020400,"Census Tract 204, Bronx County, New York","Census Tract 204, Bronx County, New York",ny,140,0,ACSSF,3598,,,,,36,5,20400,14000US36005020400,,,135467,0,3171,3171,60626.22,0.052304103,1009,75,47,107,26,20,52,42,82,46,82,171,86,104,11,30,28,50815,50815,53661,43884,,108333,,50217,84135,51685,43750,60577,57143,64479,44792,44326,29931,32523,41021,11818,26944,36713,13556,37750,27000,36071,34680,43438,67946,39712,30625,40459,34223,59148,,37269,6447,35268,35789,39333,68527,50815,113182,46563,-0.588600661,1009,865,144,1009,855,154,1009,10,999,1009,72,937,1009,123,886,1009,26,983,1009,43,966,1009,95,914,1009,130,879,20655,20790,21986,,27611,,17256,23478,18227,22612
36005045600,"Census Tract 456, Bronx County, New York","Census Tract 456, Bronx County, New York",ny,140,0,ACSSF,3804,,,,,36,5,45600,14000US36005045600,,,824412,14535,3208,3208,10078.31,0.318307266,1000,93,63,61,58,12,31,20,25,15,85,134,73,100,49,165,16,65500,65500,70757,74213,,,,40450,,50521,71414,79695,75625,91885,51458,45710,32331,33652,45586,9500,29236,58053,8780,41869,26600,25795,41338,58438,85524,39327,26950,31895,40815,50417,,48750,19125,19543,41532,59399,76522,65500,78000,32097,-0.5885,1000,830,170,1000,781,219,1000,85,915,1000,75,925,1000,279,721,1000,35,965,1000,30,970,1000,98,902,1000,16,984,27993,38289,28624,33499,,,19559,13619,21210,41421
36005042500,"Census Tract 425, Bronx County, New York","Census Tract 425, Bronx County, New York",ny,140,0,ACSSF,3787,,,,,36,5,42500,14000US36005042500,,,290825,0,6499,6499,57877.87,0.112288165,2165,252,237,285,146,112,74,176,78,79,184,189,219,112,11,11,0,32382,32382,27750,55278,38125,36694,,23245,35465,25662,38333,41263,32847,41479,21000,33148,18435,20278,36700,13733,14700,32533,9759,24880,17003,21042,35385,47212,42692,31800,23813,27056,31700,46779,,18842,16186,14097,38289,58063,42692,32382,73214,30165,-0.587988636,2165,1696,469,2165,1585,580,2165,278,1887,2165,57,2108,2165,370,1795,2165,115,2050,2165,83,2082,2165,106,2059,2165,207,1958,14787,16261,19717,23978,13860,,12363,11113,13278,18206
36005005902,"Census Tract 59.02, Bronx County, New York","Census Tract 59.02, Bronx County, New York",ny,140,0,ACSSF,3505,,,,,36,5,5902,14000US36005005902,,,70305,0,2849,2849,104955.2,0.027144913,1076,225,42,27,87,103,46,121,40,20,84,134,99,0,21,8,19,35488,35488,24773,45833,,,,31071,81477,26992,26786,43316,36189,50230,26343,33816,17938,19128,25503,9173,13902,37069,9170,23516,18088,24297,36356,54732,61908,19701,18386,25750,50069,33889,,32250,8816,19153,35266,54970,60461,35488,72361,29841,-0.587609348,1076,798,278,1076,771,305,1076,66,1010,1076,30,1046,1076,333,743,1076,230,846,1076,82,994,1076,126,950,1076,163,913,17690,17928,25899,,,,11510,18773,12614,25750
36005024502,"Census Tract 245.02, Bronx County, New York","Census Tract 245.02, Bronx County, New York",ny,140,0,ACSSF,3649,,,,,36,5,24502,14000US36005024502,,,100522,0,3909,3909,100716.9,0.038811763,1088,233,142,98,41,87,56,63,80,14,93,58,77,13,0,33,0,26014,26014,16705,24844,,,,27004,,25490,,36188,22112,36612,9677,18621,13946,14665,23483,10082,13160,14832,10417,15968,13132,17722,26279,13088,,18295,13620,20078,27563,,,13728,11776,12706,26250,35057,,26014,61500,25372,-0.587447154,1088,895,193,1088,853,235,1088,106,982,1088,47,1041,1088,100,988,1088,80,1008,1088,222,866,1088,27,1061,1088,129,959,11320,6908,10823,,,,12289,32854,11145,34300
36005043000,"Census Tract 430, Bronx County, New York","Census Tract 430, Bronx County, New York",ny,140,0,ACSSF,3792,,,,,36,5,43000,14000US36005043000,,,206164,0,3261,3261,40967.15,0.079600369,1014,109,55,22,66,31,74,71,23,53,96,84,132,55,71,65,7,50100,50100,31806,52976,,89583,,10469,,17212,32292,62552,53869,70341,32212,32479,23858,30769,56080,18698,21429,38317,9569,37153,14167,28125,37135,50917,65132,44961,,19871,44839,56250,66053,33049,13889,30300,33445,50306,,50100,71364,29688,-0.583991929,1014,825,189,1014,825,189,1014,43,971,1014,98,916,1014,307,707,1014,37,977,1014,0,1014,1014,196,818,1014,199,815,22179,31545,22425,,19542,,11851,,16144,29472
36005024000,"Census Tract 240, Bronx County, New York","Census Tract 240, Bronx County, New York",ny,140,0,ACSSF,3644,,,,,36,5,24000,14000US36005024000,,,239143,0,3817,3817,41339.21,0.092333632,1191,159,90,69,96,118,75,75,42,0,72,88,122,118,34,33,0,34544,34544,36786,35652,,,,32908,38798,33163,34286,50468,37697,52586,19028,37636,21123,30203,55052,15714,15000,28333,7985,28528,27045,30742,35000,25921,,41726,53424,43750,40298,24394,,23802,20625,30352,26181,26974,,34544,67679,28156,-0.583977305,1191,1012,179,1191,931,260,1191,166,1025,1191,50,1141,1191,226,965,1191,152,1039,1191,134,1057,1191,96,1095,1191,109,1082,17300,21331,19504,,,,15933,10434,15930,24251
36005033000,"Census Tract 330, Bronx County, New York","Census Tract 330, Bronx County, New York",ny,140,0,ACSSF,3705,,,,,36,5,33000,14000US36005033000,,,206129,0,5807,5807,72964.31,0.079586855,2033,524,84,98,51,49,47,181,32,113,228,155,304,150,17,0,0,39735,39735,37698,38500,,86667,,46908,,38259,50000,45498,46349,48788,17697,37091,21927,23581,26892,10037,18297,32429,9944,28696,19545,22270,32101,38379,75240,26483,19830,25102,31225,38662,11875,31230,17019,16185,32703,34116,82500,39735,93125,39045,-0.580724832,2033,1452,581,2033,1407,626,2033,74,1959,2033,169,1864,2033,538,1495,2033,180,1853,2033,119,1914,2033,183,1850,2033,230,1803,17437,15641,18846,,54590,,16172,,14000,19387
36005042600,"Census Tract 426, Bronx County, New York","Census Tract 426, Bronx County, New York",ny,140,0,ACSSF,3788,,,,,36,5,42600,14000US36005042600,,,507577,0,7827,7827,39938.45,0.195976584,2100,178,38,82,74,108,149,119,54,14,146,230,257,276,112,149,114,65909,65909,90395,63443,,93125,,,,52301,131786,78773,59250,75359,76688,82683,30178,32077,42750,14905,26853,40417,11281,35497,27634,30406,35760,81484,69705,34861,33031,27038,36019,80469,,36357,24890,30803,35469,83150,69524,65909,80000,33667,-0.5791625,2100,1711,389,2100,1663,437,2100,166,1934,2100,231,1869,2100,634,1466,2100,40,2060,2100,100,2000,2100,342,1758,2100,283,1817,23102,26105,22799,,28307,,22667,,19771,56613
36005015500,"Census Tract 155, Bronx County, New York","Census Tract 155, Bronx County, New York",ny,140,0,ACSSF,3563,,,,,36,5,15500,14000US36005015500,,,118752,0,3329,3329,72605.68,0.045850405,1040,153,98,146,87,53,62,102,46,31,43,134,72,13,0,0,0,26698,26698,26797,37708,,,,22044,8875,22130,,34813,36630,39941,11923,15702,16944,20279,22264,11298,12489,31379,9842,21750,20140,21653,26694,30259,34917,21301,20781,21801,25050,18750,34917,25234,16667,16917,30926,30991,,26698,61000,25729,-0.578213115,1040,718,322,1040,676,364,1040,93,947,1040,7,1033,1040,317,723,1040,138,902,1040,71,969,1040,89,951,1040,173,867,11690,12834,19139,,,,8984,17235,10007,
36005026702,"Census Tract 267.02, Bronx County, New York","Census Tract 267.02, Bronx County, New York",ny,140,0,ACSSF,3669,,,,,36,5,26702,14000US36005026702,,,165575,0,6047,6047,94589.51,0.063928868,2327,371,229,88,98,237,190,75,100,52,324,138,276,67,0,47,35,32525,32525,50033,34148,,2499,,31368,30833,32345,27800,44918,36202,50040,26509,33587,18803,23516,41939,11061,13908,31314,8607,28715,13955,26481,35658,65948,45670,37368,21205,31513,43750,90433,47143,20518,9609,23720,25694,58710,,32525,74813,31768,-0.575367917,2327,1886,441,2327,1793,534,2327,258,2069,2327,150,2177,2327,457,1870,2327,209,2118,2327,161,2166,2327,196,2131,2327,393,1934,18316,21359,23696,,11538,,17113,8303,17253,25893
36005040501,"Census Tract 405.01, Bronx County, New York","Census Tract 405.01, Bronx County, New York",ny,140,0,ACSSF,3769,,,,,36,5,40501,14000US36005040501,,,81142,0,4215,4215,134539.4,0.031329103,1193,192,116,83,174,38,39,78,60,47,56,85,121,51,11,42,0,29293,29293,30556,47580,,39079,,23446,,22453,57589,43714,28750,46630,20682,33012,15755,19078,33850,9889,11486,32813,8929,21418,17839,25114,22941,51776,64052,26814,19583,37399,25714,,,14533,10972,12150,22647,65385,63448,29293,57813,24657,-0.573504229,1193,1015,178,1193,926,267,1193,128,1065,1193,29,1164,1193,206,987,1193,185,1008,1193,135,1058,1193,118,1075,1193,167,1026,13239,20475,11121,,13090,,13508,,13517,38600
36005040600,"Census Tract 406, Bronx County, New York","Census Tract 406, Bronx County, New York",ny,140,0,ACSSF,3771,,,,,36,5,40600,14000US36005040600,,,223327,0,3107,3107,36032.78,0.08622704,1096,145,83,54,109,83,62,11,93,0,79,156,163,29,0,8,21,40039,40039,55063,40924,,,,26316,,40417,,47140,43836,53627,18523,27607,21904,25616,37083,9578,19503,34258,9135,31805,19125,30133,34536,41111,70395,31786,32143,28846,52266,,51087,31817,11612,30990,33500,36964,,40039,70192,30144,-0.57054935,1096,833,263,1096,811,285,1096,36,1060,1096,63,1033,1096,300,796,1096,185,911,1096,71,1025,1096,99,997,1096,101,995,18735,13197,19743,,8989,,8608,,11526,
36005020501,"Census Tract 205.01, Bronx County, New York","Census Tract 205.01, Bronx County, New York",ny,140,0,ACSSF,3599,,,,,36,5,20501,14000US36005020501,,,273889,0,7094,7094,67083.29,0.105749139,2597,414,353,211,241,258,56,136,100,174,204,144,200,43,13,50,0,26316,26316,11328,25668,,,,28788,50521,27317,,36368,31205,39452,12434,26414,15917,21275,32804,9026,14375,30316,9911,25894,19823,30508,26591,32831,18438,29255,28265,33712,40369,28409,,20370,17541,29756,17208,48983,19375,26316,58125,25018,-0.569582796,2597,1892,705,2597,1791,806,2597,132,2465,2597,38,2559,2597,620,1977,2597,533,2064,2597,222,2375,2597,124,2473,2597,209,2388,13972,12455,14661,,,,14644,9103,13455,6167
36005033201,"Census Tract 332.01, Bronx County, New York","Census Tract 332.01, Bronx County, New York",ny,140,0,ACSSF,3706,,,,,36,5,33201,14000US36005033201,,,114036,0,3936,3936,89394.52,0.044029548,1812,217,168,61,149,95,50,48,87,220,103,118,228,126,97,45,0,45686,45686,22589,53750,,25391,,49183,26557,44671,29231,53863,51319,63336,22386,38532,22500,22800,39375,14852,20769,48958,10390,36549,17440,26500,46197,51696,65333,30335,18324,23950,45927,60982,110156,47933,9212,35350,47598,50714,63385,45686,96358,41635,-0.567913406,1812,1280,532,1812,1218,594,1812,152,1660,1812,185,1627,1812,532,1280,1812,241,1571,1812,40,1772,1812,195,1617,1812,116,1696,25662,26227,34109,17983,13754,,23175,17508,22654,31680
36005019900,"Census Tract 199, Bronx County, New York","Census Tract 199, Bronx County, New York",ny,140,0,ACSSF,3594,,,,,36,5,19900,14000US36005019900,,,177423,0,7332,7332,107031.2,0.068503406,2618,403,217,385,257,194,92,31,112,198,190,134,182,178,45,0,0,26187,26187,17632,46731,,,,22483,50078,20780,,38775,24885,37995,25364,33600,18191,19615,38268,11425,16500,30553,9522,25787,17963,20230,28806,45719,50720,30265,25964,19926,27296,46219,31977,23096,9926,20383,30333,43571,52235,26187,57500,25056,-0.564243478,2618,2004,614,2618,1862,756,2618,269,2349,2618,51,2567,2618,479,2139,2618,397,2221,2618,205,2413,2618,354,2264,2618,343,2275,14763,11444,19913,,,,11195,16262,11484,
36005004600,"Census Tract 46, Bronx County, New York","Census Tract 46, Bronx County, New York",ny,140,0,ACSSF,3496,,,,,36,5,4600,14000US36005004600,,,135208,0,1605,1605,30744.71,0.052204103,657,133,25,52,83,29,38,12,26,17,97,27,79,0,0,32,7,31250,31250,20833,48235,,,,34318,,24722,,43242,47941,54751,22125,27242,19682,18542,31611,14242,20938,38917,16964,35607,9844,31477,35000,43542,45417,30583,9844,29444,31140,41058,,38833,13750,35347,41645,117885,45417,31250,57153,25104,-0.560757965,657,369,288,657,369,288,657,4,653,657,14,643,657,306,351,657,114,543,657,17,640,657,185,472,657,183,474,19481,9932,24705,,,,19936,,17738,
36005022403,"Census Tract 224.03, Bronx County, New York","Census Tract 224.03, Bronx County, New York",ny,140,0,ACSSF,3622,,,,,36,5,22403,14000US36005022403,,,124863,0,3312,3312,68699.62,0.048209876,1295,204,100,120,83,82,62,83,89,42,68,94,172,38,0,58,0,34818,34818,39156,56060,,98333,,22943,,26071,38261,44737,35677,50674,24246,31016,19085,15544,34277,8739,22083,37394,9888,33164,19158,12173,36536,23966,44662,32813,19250,11172,34664,16136,45833,33774,19132,15897,37005,24255,44159,34818,75341,33385,-0.556881379,1295,992,303,1295,948,347,1295,131,1164,1295,122,1173,1295,201,1094,1295,112,1183,1295,8,1287,1295,150,1145,1295,134,1161,18453,20259,25042,,40117,,13364,13543,15933,19774
36005022404,"Census Tract 224.04, Bronx County, New York","Census Tract 224.04, Bronx County, New York",ny,140,0,ACSSF,3623,,,,,36,5,22404,14000US36005022404,,,92720,0,4057,4057,113325.9,0.035799394,1746,239,135,78,146,116,59,86,122,141,29,104,268,144,65,0,14,41458,41458,33145,47994,,41250,,38808,,38316,33992,50729,46890,58218,24464,35394,25054,39359,50378,16375,20874,40452,10938,41410,21366,31473,39515,48604,63438,44813,18462,43958,50395,49643,34583,30135,21831,23125,20766,48176,74063,41458,85441,38000,-0.555248651,1746,1380,366,1746,1371,375,1746,43,1703,1746,168,1578,1746,360,1386,1746,116,1630,1746,43,1703,1746,143,1603,1746,171,1575,22021,22736,26379,,15594,,21630,7700,22575,22144
36005042400,"Census Tract 424, Bronx County, New York","Census Tract 424, Bronx County, New York",ny,140,0,ACSSF,3786,,,,,36,5,42400,14000US36005042400,,,175364,0,3101,3101,45799.32,0.067708422,803,91,38,36,32,49,61,19,35,37,40,193,93,49,24,0,6,50625,50625,68036,59107,,14000,,,,26685,,53354,60093,55482,43490,45144,25567,26332,32174,8454,21991,31618,9614,28440,27963,25872,29500,41438,31875,28699,22417,26944,32011,49821,,28254,37958,25100,26607,40625,31339,50625,70000,31250,-0.553571429,803,743,60,803,732,71,803,38,765,803,60,743,803,252,551,803,34,769,803,12,791,803,98,705,803,55,748,15388,16581,16036,,46274,,2385,,15171,12571
36005018301,"Census Tract 183.01, Bronx County, New York","Census Tract 183.01, Bronx County, New York",ny,140,0,ACSSF,3585,,,,,36,5,18301,14000US36005018301,,,67875,0,4443,4443,169536.9,0.026206685,1926,345,216,146,49,139,73,13,149,91,90,266,179,131,30,0,9,34500,34500,24028,48021,,,,20509,8684,19150,85938,44239,34281,46729,32057,40070,15922,12925,53276,9972,17429,44268,9386,40278,11841,16011,31591,48090,60750,40547,40161,17917,31094,49583,64274,39602,10321,15931,31875,46250,58523,34500,64185,28845,-0.550595934,1926,1279,647,1926,1237,689,1926,138,1788,1926,149,1777,1926,525,1401,1926,270,1656,1926,152,1774,1926,280,1646,1926,381,1545,20071,17834,23567,,5791,,16725,18033,15355,26963
36005043600,"Census Tract 436, Bronx County, New York","Census Tract 436, Bronx County, New York",ny,140,0,ACSSF,3796,,,,,36,5,43600,14000US36005043600,,,154651,0,2066,2066,34599.94,0.059711087,678,51,36,57,14,75,33,3,17,40,94,24,123,55,17,36,3,53750,53750,25774,53359,,57917,,96471,,95404,25714,61149,56912,64615,43676,48066,28412,29212,43125,18750,27025,38529,12007,32207,25313,30530,45797,31959,48409,31832,30625,25917,44286,31890,7212,34773,5417,31250,46308,32500,48580,53750,58889,26667,-0.547165005,678,558,120,678,558,120,678,44,634,678,34,644,678,188,490,678,4,674,678,6,672,678,84,594,678,74,604,22144,30380,21849,,14909,,24446,,26060,30089
36005026500,"Census Tract 265, Bronx County, New York","Census Tract 265, Bronx County, New York",ny,140,0,ACSSF,3665,,,,,36,5,26500,14000US36005026500,,,199916,0,6819,6819,88342.74,0.077188002,1976,230,250,187,88,36,123,147,79,118,204,92,234,34,56,45,53,37719,37719,28011,40128,,66008,,35994,20682,32424,,50796,36801,54566,21000,29909,17225,21020,27226,11326,16062,26367,12816,21117,15572,21484,24583,26262,54256,26400,16302,27143,28550,27114,,17931,15199,20405,17917,20559,53512,37719,76902,34909,-0.54605862,1976,1685,291,1976,1604,372,1976,339,1637,1976,68,1908,1976,303,1673,1976,245,1731,1976,51,1925,1976,104,1872,1976,370,1606,16106,14352,18345,,20351,,15493,6354,14842,6491
36005009800,"Census Tract 98, Bronx County, New York","Census Tract 98, Bronx County, New York",ny,140,0,ACSSF,3535,,,,,36,5,9800,14000US36005009800,,,515963,0,4905,4905,24621.71,0.199214437,1684,92,141,92,88,87,92,79,9,102,118,252,148,220,29,73,62,52500,52500,35733,64076,,65893,,51250,102604,48900,9866,65591,63500,69394,40000,43314,30908,32900,47595,13004,29476,43651,14188,35494,28359,25377,39412,41771,85917,38452,37938,27468,41694,41875,83654,34071,28086,22022,35595,37467,88438,52500,76679,34934,-0.544412421,1684,1407,277,1684,1388,296,1684,64,1620,1684,120,1564,1684,499,1185,1684,44,1640,1684,33,1651,1684,369,1315,1684,254,1430,23942,20483,25426,,26236,,25049,27053,21484,20821
36005033202,"Census Tract 332.02, Bronx County, New York","Census Tract 332.02, Bronx County, New York",ny,140,0,ACSSF,3707,,,,,36,5,33202,14000US36005033202,,,115205,0,3695,3695,83069.36,0.044480901,1446,260,112,60,110,162,15,5,117,35,161,134,151,61,52,11,0,39500,39500,27391,40905,,58424,,27500,67673,26734,27418,44350,43906,45184,19671,38573,22705,23481,41875,11755,20580,32356,9548,30000,21890,19694,41087,68000,56167,35476,23176,18839,44410,65469,55333,28777,21077,21042,28094,75109,60694,39500,59049,26979,-0.543108266,1446,977,469,1446,963,483,1446,88,1358,1446,69,1377,1446,369,1077,1446,108,1338,1446,107,1339,1446,102,1344,1446,222,1224,17951,17927,20882,17519,21301,,13892,19063,13500,19473
36005039300,"Census Tract 393, Bronx County, New York","Census Tract 393, Bronx County, New York",ny,140,0,ACSSF,3756,,,,,36,5,39300,14000US36005039300,,,182509,0,7593,7593,107752.4,0.070467122,2959,798,524,328,281,227,202,109,69,0,159,123,61,30,33,0,15,16949,16949,12966,20996,,,,18250,13631,16846,13173,25963,20903,28973,11773,19333,12194,13547,20612,8654,11571,24186,9671,18009,17669,13852,20333,41726,45875,19819,19096,15982,24464,,34258,16209,13954,12455,17239,52600,47063,16949,36196,16627,-0.54063985,2959,1731,1228,2959,1634,1325,2959,234,2725,2959,31,2928,2959,610,2349,2959,684,2275,2959,338,2621,2959,266,2693,2959,439,2520,11276,11157,11881,,937,,11162,10627,11245,14724
36005020000,"Census Tract 200, Bronx County, New York","Census Tract 200, Bronx County, New York",ny,140,0,ACSSF,3595,,,,,36,5,20000,14000US36005020000,,,350579,0,4447,4447,32853.3,0.135359314,1484,88,126,131,129,90,179,51,99,38,118,129,111,109,45,22,19,34955,34955,35417,95694,,32200,,33500,54688,37321,38750,50660,32419,44976,34743,56754,21294,26993,35658,12607,14717,27692,10930,26861,19534,21250,30357,29020,45707,29187,21414,27564,55636,29257,32404,19005,16213,15329,27368,25750,83667,34955,69444,31992,-0.539312252,1484,1198,286,1484,1142,342,1484,128,1356,1484,125,1359,1484,272,1212,1484,68,1416,1484,131,1353,1484,220,1264,1484,187,1297,18094,23879,26349,,10660,,19957,14630,19096,29939
36005007600,"Census Tract 76, Bronx County, New York","Census Tract 76, Bronx County, New York",ny,140,0,ACSSF,3521,,,,,36,5,7600,14000US36005007600,,,217095,0,5682,5682,67787.43,0.083820852,1571,214,141,182,65,20,44,76,62,71,165,188,151,69,42,49,32,41754,41754,37596,50216,,73000,,29821,60313,31563,50563,54377,39943,54061,34000,37834,24783,26448,32803,12254,19792,33029,8690,29470,22917,29135,31448,50221,48860,32250,26721,33798,32341,53393,63690,25952,17218,26719,27554,41154,48125,41754,73188,33833,-0.537724764,1571,1348,223,1571,1292,279,1571,103,1468,1571,134,1437,1571,181,1390,1571,104,1467,1571,171,1400,1571,88,1483,1571,253,1318,16892,14247,15973,,19618,,18296,21341,16732,12656
